id,name,team,season,position,age,batting_hand,bowling_hand,status,_age,_batting_hand,_bowling_hand,_name
1595,Abhishek Nayar,RR,2014,All-Rounder,30y 127d,Left,Right arm medium,1,Age: 30y 127d,Batting: Left hand bat,Bowling: Right arm medium,Abhishek Nayar 
1596,Ajinkya Rahane,RR,2014,Batsman,25y 251d,Right,Right arm medium,1,Age: 25y 251d,Batting: Right hand bat,Bowling: Right arm medium,Ajinkya Rahane 
1597,Amit K Mishra,RR,2014,Bowler,22y 93d,Right,Right arm medium,1,Age: 22y 93d,Batting: Right hand bat,Bowling: Right arm medium,Amit Mishra 
1598,Ankit Sharma,RR,2014,Bowler,22y 298d,Left,Slow left arm orthodox,1,Age: 22y 298d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Ankit Sharma 
1599,Ankush Bains,RR,2014,Wicketkeeper Batsman,18y 58d,Right,,1,Age: 18y 58d,Batting: Right hand bat,,Ankush Bains 
1600,Ben Cutting,RR,2014,All-Rounder,27y 13d,Right,Right arm medium fast,1,Age: 27y 13d,Batting: Right hand bat,Bowling: Right arm medium fast,Ben Cutting 
1601,Brad Hodge,RR,2014,Batsman,39y 45d,Right,Right arm offbreak,1,Age: 39y 45d,Batting: Right hand bat,Bowling: Right arm offbreak,Brad Hodge 
1602,Deepak Hooda,RR,2014,All-Rounder,18y 299d,Right,Right arm offbreak,1,Age: 18y 299d,Batting: Right hand bat,Bowling: Right arm offbreak,Deepak Hooda 
1603,Dhawal Kulkarni,RR,2014,Bowler,25y 64d,Right,Right arm medium,1,Age: 25y 64d,Batting: Right hand bat,Bowling: Right arm medium,Dhawal Kulkarni 
1604,Dishant Yagnik,RR,2014,Wicketkeeper Batsman,30y 235d,Left,,1,Age: 30y 235d,Batting: Left hand bat,,Dishant Yagnik 
1605,Iqbal Abdulla,RR,2014,All-Rounder,24y 72d,Left,Slow left arm orthodox,1,Age: 24y 72d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Iqbal Abdulla 
1606,James Faulkner,RR,2014,All-Rounder,23y 289d,Right,Left arm medium fast,1,Age: 23y 289d,Batting: Right hand bat,Bowling: Left arm medium fast,James Faulkner 
1607,Kane Richardson,RR,2014,Bowler,23y 0d,Right,Right arm medium fast,1,Age: 23y 0d,Batting: Right hand bat,Bowling: Right arm medium fast,Kane Richardson 
1608,Karun Nair,RR,2014,Batsman,22y 68d,Right,Right arm offbreak,1,Age: 22y 68d,Batting: Right hand bat,Bowling: Right arm offbreak,Karun Nair 
1609,Kevon Cooper,RR,2014,All-Rounder,24y 361d,Right,Right arm medium,1,Age: 24y 361d,Batting: Right hand bat,Bowling: Right arm medium,Kevon Cooper 
1610,Pravin Tambe,RR,2014,Bowler,42y 127d,Right,Legbreak,1,Age: 42y 127d,Batting: Right hand bat,Bowling: Legbreak,Pravin Tambe 
1611,Rahul Tewatia,RR,2014,Bowler,20y 268d,Left,Legbreak,1,Age: 20y 268d,Batting: Left hand bat,Bowling: Legbreak,Rahul Tewatia 
1612,Rajat Bhatia,RR,2014,All-Rounder,34y 113d,Right,Right arm medium fast,1,Age: 34y 113d,Batting: Right hand bat,Bowling: Right arm medium fast,Rajat Bhatia 
1613,Sanju Samson,RR,2014,Wicketkeeper Batsman,19y 93d,Right,,1,Age: 19y 93d,Batting: Right hand bat,,Sanju Samson 
1614,Shane Watson (c),RR,2014,All-Rounder,32y 240d,Right,Right arm medium fast,1,Age: 32y 240d,Batting: Right hand bat,Bowling: Right arm medium fast,Shane Watson (c)
1615,Steven Smith,RR,2014,Batsman,24y 255d,Right,Legbreak googly,1,Age: 24y 255d,Batting: Right hand bat,Bowling: Legbreak googly,Steven Smith 
1616,Stuart Binny,RR,2014,All-Rounder,29y 254d,Right,Right arm medium,1,Age: 29y 254d,Batting: Right hand bat,Bowling: Right arm medium,Stuart Binny 
1617,Tim Southee,RR,2014,Bowler,25y 63d,Right,Right arm medium fast,1,Age: 25y 63d,Batting: Right hand bat,Bowling: Right arm medium fast,Tim Southee 
1618,Unmukt Chand,RR,2014,Batsman,20y 323d,Right,Right arm offbreak,1,Age: 20y 323d,Batting: Right hand bat,Bowling: Right arm offbreak,Unmukt Chand 
1619,Vikramjeet Malik,RR,2014,Bowler,30y 279d,Right,Right arm medium,1,Age: 30y 279d,Batting: Right hand bat,Bowling: Right arm medium,Vikramjeet Malik 
1620,Aaron Finch,SRH,2014,Batsman,27y 87d,Right,Slow left arm orthodox,1,Age: 27y 87d,Batting: Right hand bat,Bowling: Slow left arm orthodox,Aaron Finch 
1621,Amit Mishra,SRH,2014,Bowler,31y 80d,Right,Legbreak,1,Age: 31y 80d,Batting: Right hand bat,Bowling: Legbreak,Amit Mishra 
1622,Amit Paunikar,SRH,2014,Wicketkeeper Batsman,25y 300d,Right,,1,Age: 25y 300d,Batting: Right hand bat,,Amit Paunikar 
1623,Ashish Reddy,SRH,2014,All-Rounder,22y 353d,Right,Right arm medium,1,Age: 22y 353d,Batting: Right hand bat,Bowling: Right arm medium,Ashish Reddy 
1624,Bhuvneshwar Kumar,SRH,2014,Bowler,24y 7d,Right,Right arm medium,1,Age: 24y 7d,Batting: Right hand bat,Bowling: Right arm medium,Bhuvneshwar Kumar 
1625,Brendan Taylor,SRH,2014,Wicketkeeper Batsman,28y 6d,Right,Right arm offbreak,1,Age: 28y 6d,Batting: Right hand bat,Bowling: Right arm offbreak,Brendan Taylor 
1626,Chama Milind,SRH,2014,Bowler,19y 161d,Left,Left arm medium,1,Age: 19y 161d,Batting: Left hand bat,Bowling: Left arm medium,Chama Milind 
1627,Dale Steyn,SRH,2014,Bowler,30y 230d,Right,Right arm fast,1,Age: 30y 230d,Batting: Right hand bat,Bowling: Right arm fast,Dale Steyn 
1628,Darren Sammy (c),SRH,2014,All-Rounder,30y 54d,Right,Right arm medium,1,Age: 30y 54d,Batting: Right hand bat,Bowling: Right arm medium,Daren Sammy (c)
1629,David Warner,SRH,2014,Batsman,27y 108d,Left,Legbreak,1,Age: 27y 108d,Batting: Left hand bat,Bowling: Legbreak,David Warner 
1630,Irfan Pathan,SRH,2014,All-Rounder,29y 108d,Left,Left arm medium fast,1,Age: 29y 108d,Batting: Left hand bat,Bowling: Left arm medium fast,Irfan Pathan 
1631,Ishant Sharma,SRH,2014,Bowler,25y 163d,Right,Right arm medium fast,1,Age: 25y 163d,Batting: Right hand bat,Bowling: Right arm medium fast,Ishant Sharma 
1632,Jason Holder,SRH,2014,All-Rounder,22y 99d,Right,Right arm medium fast,1,Age: 22y 99d,Batting: Right hand bat,Bowling: Right arm medium fast,Jason Holder 
1633,Karn Sharma,SRH,2014,Bowler,26y 112d,Left,Legbreak googly,1,Age: 26y 112d,Batting: Left hand bat,Bowling: Legbreak googly,Karn Sharma 
1634,KL Rahul,SRH,2014,Batsman,21y 300d,Right,,1,Age: 21y 300d,Batting: Right hand bat,,KL Rahul 
1635,Manpreet Juneja,SRH,2014,Batsman,23y 153d,Right,Right arm offbreak,1,Age: 23y 153d,Batting: Right hand bat,Bowling: Right arm offbreak,Manpreet Juneja 
1636,Moises Henriques,SRH,2014,All-Rounder,27y 11d,Right,Right arm medium fast,1,Age: 27y 11d,Batting: Right hand bat,Bowling: Right arm medium fast,Moises Henriques 
1637,Naman Ojha,SRH,2014,Wicketkeeper Batsman,30y 207d,Right,,1,Age: 30y 207d,Batting: Right hand bat,,Naman Ojha 
1638,Parvez Rasool,SRH,2014,All-Rounder,24y 364d,Right,Right arm offbreak,1,Age: 24y 364d,Batting: Right hand bat,Bowling: Right arm offbreak,Parvez Rasool 
1639,Prasanth Parameswaran,SRH,2014,Bowler,28y 258d,Right,Left arm medium,1,Age: 28y 258d,Batting: Right hand bat,Bowling: Left arm medium,Prasanth Parameswaran 
1640,Ricky Bhui,SRH,2014,Batsman,17y 136d,Right,Legbreak googly,1,Age: 17y 136d,Batting: Right hand bat,Bowling: Legbreak googly,Ricky Bhui 
1641,Shikhar Dhawan,SRH,2014,Batsman,28y 69d,Left,Right arm offbreak,1,Age: 28y 69d,Batting: Left hand bat,Bowling: Right arm offbreak,Shikhar Dhawan 
1642,Srikkanth Anirudha,SRH,2014,Batsman,26y 304d,Right,,1,Age: 26y 304d,Batting: Right hand bat,,Srikkanth Anirudha 
1643,Venugopal Rao,SRH,2014,Batsman,31y 351d,Right,Right arm offbreak,1,Age: 31y 351d,Batting: Right hand bat,Bowling: Right arm offbreak,Venugopal Rao 
1644,Andrew Tye,CSK,2015,Bowler,28y 66d,Right,Right arm medium fast,1,Age: 28y 66d,Batting: Right hand bat,Bowling: Right arm medium fast,Andrew Tye 
1645,Ankush Bains,CSK,2015,Wicketkeeper Batsman,19y 62d,Right,,1,Age: 19y 62d,Batting: Right hand bat,,Ankush Bains 
1646,Ashish Nehra,CSK,2015,Bowler,35y 293d,Right,Left arm medium fast,1,Age: 35y 293d,Batting: Right hand bat,Bowling: Left arm medium fast,Ashish Nehra 
1647,Baba Aparajith,CSK,2015,All-Rounder,20y 223d,Right,Right arm offbreak,1,Age: 20y 223d,Batting: Right hand bat,Bowling: Right arm offbreak,Baba Aparajith 
1648,Brendon McCullum,CSK,2015,Wicketkeeper Batsman,33y 142d,Right,Right arm medium/ Right arm offbreak,1,Age: 33y 142d,Batting: Right hand bat,Bowling: Right arm medium/ Right arm offbreak,Brendon McCullum 
1649,Dwayne Bravo,CSK,2015,All-Rounder,31y 132d,Right,Right arm medium,1,Age: 31y 132d,Batting: Right hand bat,Bowling: Right arm medium,Dwayne Bravo 
1650,Dwayne Smith,CSK,2015,All-Rounder,31y 310d,Right,Right arm medium,1,Age: 31y 310d,Batting: Right hand bat,Bowling: Right arm medium,Dwayne Smith 
1651,Eklavya Dwivedi,CSK,2015,Wicketkeeper Batsman,26y 209d,Right,,1,Age: 26y 209d,Batting: Right hand bat,,Eklavya Dwivedi 
1652,Faf du Plessis,CSK,2015,Batsman,30y 218d,Right,Legbreak,1,Age: 30y 218d,Batting: Right hand bat,Bowling: Legbreak,Faf du Plessis 
1653,Irfan Pathan,CSK,2015,All-Rounder,30y 112d,Left,Left arm medium fast,1,Age: 30y 112d,Batting: Left hand bat,Bowling: Left arm medium fast,Irfan Pathan 
1654,Ishwar Pandey,CSK,2015,Bowler,25y 185d,Right,Right arm medium,1,Age: 25y 185d,Batting: Right hand bat,Bowling: Right arm medium,Ishwar Pandey 
1655,Kyle Abbott,CSK,2015,Bowler,27y 243d,Right,Right arm medium fast,1,Age: 27y 243d,Batting: Right hand bat,Bowling: Right arm medium fast,Kyle Abbott 
1656,Matt Henry,CSK,2015,Bowler,23y 64d,Right,Right arm medium fast,1,Age: 23y 64d,Batting: Right hand bat,Bowling: Right arm medium fast,Matt Henry 
1657,Michael Hussey,CSK,2015,Batsman,39y 265d,Left,Right arm medium,1,Age: 39y 265d,Batting: Left hand bat,Bowling: Right arm medium,Michael Hussey 
1658,Mithun Manhas,CSK,2015,All-Rounder,35y 127d,Right,Right arm offbreak,1,Age: 35y 127d,Batting: Right hand bat,Bowling: Right arm offbreak,Mithun Manhas 
1659,Mohit Sharma,CSK,2015,Bowler,26y 151d,Right,Right arm medium,1,Age: 26y 151d,Batting: Right hand bat,Bowling: Right arm medium,Mohit Sharma 
1660,MS Dhoni (c),CSK,2015,Wicketkeeper Batsman,33y 224d,Right,Right arm medium,1,Age: 33y 224d,Batting: Right hand bat,Bowling: Right arm medium,MS Dhoni  (c)
1661,Pawan Negi,CSK,2015,Bowler,22y 41d,Left,Slow left arm orthodox,1,Age: 22y 41d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Pawan Negi 
1662,Pratyush Singh,CSK,2015,Bowler,20y 165d,Right,Legbreak googly,1,Age: 20y 165d,Batting: Right hand bat,Bowling: Legbreak googly,Pratyush Singh 
1663,Rahul Sharma,CSK,2015,Bowler,28y 78d,Right,Legbreak googly,1,Age: 28y 78d,Batting: Right hand bat,Bowling: Legbreak googly,Rahul Sharma 
1664,Ravichandran Ashwin,CSK,2015,All-Rounder,28y 152d,Right,Right arm offbreak,1,Age: 28y 152d,Batting: Right hand bat,Bowling: Right arm offbreak,Ravichandran Ashwin 
1665,Ravindra Jadeja,CSK,2015,All-Rounder,26y 72d,Left,Slow left arm orthodox,1,Age: 26y 72d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Ravindra Jadeja 
1666,Ronit More,CSK,2015,Bowler,23y 14d,Right,Right arm medium,1,Age: 23y 14d,Batting: Right hand bat,Bowling: Right arm medium,Ronit More 
1667,Samuel Badree,CSK,2015,Bowler,33y 344d,Right,Legbreak,1,Age: 33y 344d,Batting: Right hand bat,Bowling: Legbreak,Samuel Badree 
1668,Suresh Raina,CSK,2015,Batsman,28y 81d,Left,Right arm offbreak,1,Age: 28y 81d,Batting: Left hand bat,Bowling: Right arm offbreak,Suresh Raina 
1669,Albie Morkel,DC,2015,All-Rounder,33y 289d,Left,Right arm medium fast,1,Age: 33y 289d,Batting: Left hand bat,Bowling: Right arm medium fast,Albie Morkel 
1670,Amit Mishra,DC,2015,Bowler,32y 122d,Right,Legbreak,1,Age: 32y 122d,Batting: Right hand bat,Bowling: Legbreak,Amit Mishra 
1671,Angelo Mathews,DC,2015,All-Rounder,27y 297d,Right,Right arm medium,1,Age: 27y 297d,Batting: Right hand bat,Bowling: Right arm medium,Angelo Mathews 
1672,Chidhambaram Gautam,DC,2015,Wicketkeeper Batsman,29y 18d,Right,,1,Age: 29y 18d,Batting: Right hand bat,,Chidhambaram Gautam 
1673,DJ Muthuswami,DC,2015,Bowler,34y 17d,Right,Right arm medium,1,Age: 34y 17d,Batting: Right hand bat,Bowling: Right arm medium,Domnic Muthuswami 
1674,Gurinder Sandhu,DC,2015,Bowler,21y 285d,Left,Right arm medium fast,1,Age: 21y 285d,Batting: Left hand bat,Bowling: Right arm medium fast,Gurinder Sandhu 
1675,Imran Tahir,DC,2015,Bowler,35y 364d,Right,Legbreak googly,1,Age: 35y 364d,Batting: Right hand bat,Bowling: Legbreak googly,Imran Tahir 
1676,Jayant Yadav,DC,2015,Bowler,25y 63d,Right,Right arm offbreak,1,Age: 25y 63d,Batting: Right hand bat,Bowling: Right arm offbreak,Jayant Yadav 
1677,Jaydev Unadkat,DC,2015,Bowler,23y 159d,Right,Left arm medium,1,Age: 23y 159d,Batting: Right hand bat,Bowling: Left arm medium,Jaydev Unadkat 
1678,Jean-Paul Duminy (c),DC,2015,All-Rounder,30y 346d,Left,Right arm offbreak,1,Age: 30y 346d,Batting: Left hand bat,Bowling: Right arm offbreak,Jean-Paul Duminy (c)
1679,Kedar Jadhav,DC,2015,All-Rounder,30y 0d,Right,Right arm offbreak,1,Age: 30y 0d,Batting: Right hand bat,Bowling: Right arm offbreak,Kedar Jadhav 
1680,KK Jiyas,DC,2015,Bowler,23y 156d,Right,Left arm wrist spin,1,Age: 23y 156d,Batting: Right hand bat,Bowling: Left arm wrist spin,KK Jiyas 
1681,Manoj Tiwary,DC,2015,Batsman,29y 132d,Right,Legbreak googly,1,Age: 29y 132d,Batting: Right hand bat,Bowling: Legbreak googly,Manoj Tiwary 
1682,Marcus Stoinis,DC,2015,Batsman,25y 222d,Right,Right arm medium,1,Age: 25y 222d,Batting: Right hand bat,Bowling: Right arm medium,Marcus Stoinis 
1683,Mayank Agarwal,DC,2015,Batsman,24y 38d,Right,Right arm offbreak,1,Age: 24y 38d,Batting: Right hand bat,Bowling: Right arm offbreak,Mayank Agarwal 
1684,Mohammed Shami,DC,2015,Bowler,24y 204d,Right,Right arm fast,1,Age: 24y 204d,Batting: Right hand bat,Bowling: Right arm fast,Mohammed Shami 
1685,Nathan Coulter-Nile,DC,2015,All-Rounder,27y 166d,Right,Right arm fast,1,Age: 27y 166d,Batting: Right hand bat,Bowling: Right arm fast,Nathan Coulter-Nile 
1686,Quinton de Kock,DC,2015,Wicketkeeper Batsman,22y 99d,Left,,1,Age: 22y 99d,Batting: Left hand bat,,Quinton de Kock 
1687,Saurabh Tiwary,DC,2015,Batsman,25y 86d,Left,,1,Age: 25y 86d,Batting: Left hand bat,,Saurabh Tiwary 
1688,Shahbaz Nadeem,DC,2015,Bowler,25y 226d,Right,Slow left arm orthodox,1,Age: 25y 226d,Batting: Right hand bat,Bowling: Slow left arm orthodox,Shahbaz Nadeem 
1689,Shreyas Iyer,DC,2015,Batsman,20y 110d,Right,Legbreak googly,1,Age: 20y 110d,Batting: Right hand bat,Bowling: Legbreak googly,Shreyas Iyer 
1690,Srikar Bharat,DC,2015,Wicketkeeper Batsman,21y 174d,Right,,1,Age: 21y 174d,Batting: Right hand bat,,Srikar Bharat 
1691,Travis Head,DC,2015,Batsman,21y 87d,Left,Right arm offbreak,1,Age: 21y 87d,Batting: Left hand bat,Bowling: Right arm offbreak,Travis Head 
1692,Yuvraj Singh,DC,2015,Batsman,33y 104d,Left,Slow left arm orthodox,1,Age: 33y 104d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Yuvraj Singh 
1693,Zaheer Khan,DC,2015,Bowler,36y 169d,Right,Left arm medium fast,1,Age: 36y 169d,Batting: Right hand bat,Bowling: Left arm medium fast,Zaheer Khan 
1694,Aditya Garhwal,KKR,2015,All-Rounder,18y 348d,Right,Legbreak googly,1,Age: 18y 348d,Batting: Right hand bat,Bowling: Legbreak googly,Aditya Garhwal 
1695,Andre Russell,KKR,2015,All-Rounder,26y 334d,Right,Right arm fast,1,Age: 26y 334d,Batting: Right hand bat,Bowling: Right arm fast,Andre Russell 
1696,Azhar Mahmood,KKR,2015,All-Rounder,40y 29d,Right,Right arm medium fast,1,Age: 40y 29d,Batting: Right hand bat,Bowling: Right arm medium fast,Azhar Mahmood 
1697,Brad Hogg,KKR,2015,All-Rounder,44y 51d,Left,Left arm wrist spin,1,Age: 44y 51d,Batting: Left hand bat,Bowling: Left arm wrist spin,Brad Hogg 
1698,Chris Lynn,KKR,2015,Batsman,24y 353d,Right,Slow left arm orthodox,1,Age: 24y 353d,Batting: Right hand bat,Bowling: Slow left arm orthodox,Chris Lynn 
1699,Gautam Gambhir (c),KKR,2015,Batsman,33y 166d,Left,Legbreak,1,Age: 33y 166d,Batting: Left hand bat,Bowling: Legbreak,Gautam Gambhir (c)
1700,James Neesham,KKR,2015,All-Rounder,24y 193d,Left,Right arm medium fast,1,Age: 24y 193d,Batting: Left hand bat,Bowling: Right arm medium fast,James Neesham 
1701,Johan Botha,KKR,2015,All-Rounder,32y 331d,Right,Right arm offbreak,1,Age: 32y 331d,Batting: Right hand bat,Bowling: Right arm offbreak,Johan Botha 
1702,KC Cariappa,KKR,2015,Bowler,20y 350d,Right,Legbreak,1,Age: 20y 350d,Batting: Right hand bat,Bowling: Legbreak,KC Cariappa 
1703,Kuldeep Yadav,KKR,2015,Bowler,20y 105d,Left,Left arm wrist spin,1,Age: 20y 105d,Batting: Left hand bat,Bowling: Left arm wrist spin,Kuldeep Yadav 
1704,Manish Pandey,KKR,2015,Batsman,25y 200d,Right,Right arm medium,1,Age: 25y 200d,Batting: Right hand bat,Bowling: Right arm medium,Manish Pandey 
1705,Morne Morkel,KKR,2015,Bowler,30y 174d,Left,Right arm fast,1,Age: 30y 174d,Batting: Left hand bat,Bowling: Right arm fast,Morne Morkel 
1706,Pat Cummins,KKR,2015,Bowler,21y 325d,Right,Right arm fast,1,Age: 21y 325d,Batting: Right hand bat,Bowling: Right arm fast,Pat Cummins 
1707,Piyush Chawla,KKR,2015,All-Rounder,26y 95d,Left,Legbreak,1,Age: 26y 95d,Batting: Left hand bat,Bowling: Legbreak,Piyush Chawla 
1708,Robin Uthappa,KKR,2015,Batsman,29y 138d,Right,Right arm medium,1,Age: 29y 138d,Batting: Right hand bat,Bowling: Right arm medium,Robin Uthappa 
1709,Ryan ten Doeschate,KKR,2015,All-Rounder,34y 272d,Right,Right arm medium fast,1,Age: 34y 272d,Batting: Right hand bat,Bowling: Right arm medium fast,Ryan ten Doeschate 
1710,Shakib Al Hasan,KKR,2015,All-Rounder,28y 5d,Left,Slow left arm orthodox,1,Age: 28y 5d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Shakib Al Hasan 
1711,Sheldon Jackson,KKR,2015,Wicketkeeper Batsman,28y 183d,Right,,1,Age: 28y 183d,Batting: Right hand bat,,Sheldon Jackson 
1712,Sumit Narwal,KKR,2015,All-Rounder,32y 347d,Left,Right arm medium,1,Age: 32y 347d,Batting: Left hand bat,Bowling: Right arm medium,Sumit Narwal 
1713,Sunil Narine,KKR,2015,All-Rounder,26y 307d,Left,Right arm offbreak,1,Age: 26y 307d,Batting: Left hand bat,Bowling: Right arm offbreak,Sunil Narine 
1714,Suryakumar Yadav,KKR,2015,Batsman,24y 196d,Right,Right arm medium/ Right arm offbreak,1,Age: 24y 196d,Batting: Right hand bat,Bowling: Right arm medium/ Right arm offbreak,Suryakumar Yadav 
1715,Umesh Yadav,KKR,2015,Bowler,27y 155d,Right,Right arm fast,1,Age: 27y 155d,Batting: Right hand bat,Bowling: Right arm fast,Umesh Yadav 
1716,Vaibhav Rawal,KKR,2015,Batsman,23y 140d,Left,Legbreak googly,1,Age: 23y 140d,Batting: Left hand bat,Bowling: Legbreak googly,Vaibhav Rawal 
1717,Veer Pratap Singh,KKR,2015,Bowler,22y 330d,Right,Right arm medium,1,Age: 22y 330d,Batting: Right hand bat,Bowling: Right arm medium,Veer Pratap Singh 
1718,Yusuf Pathan,KKR,2015,All-Rounder,32y 132d,Right,Right arm offbreak,1,Age: 32y 132d,Batting: Right hand bat,Bowling: Right arm offbreak,Yusuf Pathan 
1719,Anureet Singh,KXIP,2015,Bowler,26y 351d,Right,Right arm medium,1,Age: 26y 351d,Batting: Right hand bat,Bowling: Right arm medium,Anureet Singh 
1720,Axar Patel,KXIP,2015,All-Rounder,21y 27d,Left,Slow left arm orthodox,1,Age: 21y 27d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Axar Patel 
1721,Beuran Hendricks,KXIP,2015,Bowler,24y 253d,Left,Left arm medium fast,1,Age: 24y 253d,Batting: Left hand bat,Bowling: Left arm medium fast,Beuran Hendricks 
1722,David Miller,KXIP,2015,Batsman,25y 251d,Left,Right arm offbreak,1,Age: 25y 251d,Batting: Left hand bat,Bowling: Right arm offbreak,David Miller 
1723,George Bailey (c),KXIP,2015,Batsman,32y 162d,Right,Right arm medium,1,Age: 32y 162d,Batting: Right hand bat,Bowling: Right arm medium,George Bailey (c)
1724,Glenn Maxwell,KXIP,2015,All-Rounder,26y 125d,Right,Right arm offbreak,1,Age: 26y 125d,Batting: Right hand bat,Bowling: Right arm offbreak,Glenn Maxwell 
1725,Gurkeerat Singh Mann,KXIP,2015,Batsman,24y 232d,Right,Right arm offbreak,1,Age: 24y 232d,Batting: Right hand bat,Bowling: Right arm offbreak,Gurkeerat Singh Mann 
1726,Karanveer Singh,KXIP,2015,Bowler,27y 100d,Right,Legbreak googly,1,Age: 27y 100d,Batting: Right hand bat,Bowling: Legbreak googly,Karanveer Singh 
1727,Manan Vohra,KXIP,2015,Batsman,21y 213d,Right,Right arm medium,1,Age: 21y 213d,Batting: Right hand bat,Bowling: Right arm medium,Manan Vohra 
1728,Mitchell Johnson,KXIP,2015,Bowler,33y 106d,Left,Left arm fast,1,Age: 33y 106d,Batting: Left hand bat,Bowling: Left arm fast,Mitchell Johnson 
1729,Murali Vijay,KXIP,2015,Batsman,30y 321d,Right,Right arm offbreak,1,Age: 30y 321d,Batting: Right hand bat,Bowling: Right arm offbreak,Murali Vijay 
1730,Nikhil Naik,KXIP,2015,Wicketkeeper Batsman,20y 99d,Right,,1,Age: 20y 99d,Batting: Right hand bat,,Nikhil Naik 
1731,Parvinder Awana,KXIP,2015,Bowler,28y 212d,Right,Right arm medium,1,Age: 28y 212d,Batting: Right hand bat,Bowling: Right arm medium,Parvinder Awana 
1732,Rishi Dhawan,KXIP,2015,All-Rounder,24y 362d,Right,Right arm medium fast,1,Age: 24y 362d,Batting: Right hand bat,Bowling: Right arm medium fast,Rishi Dhawan 
1733,Sandeep Sharma,KXIP,2015,Bowler,21y 274d,Right,Right arm medium,1,Age: 21y 274d,Batting: Right hand bat,Bowling: Right arm medium,Sandeep Sharma 
1734,Shardul Thakur,KXIP,2015,Bowler,23y 123d,Right,Right arm medium,1,Age: 23y 123d,Batting: Right hand bat,Bowling: Right arm medium,Shardul Thakur 
1735,Shaun Marsh,KXIP,2015,Batsman,31y 222d,Left,Slow left arm orthodox,1,Age: 31y 222d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Shaun Marsh 
1736,Shivam Sharma,KXIP,2015,Bowler,21y 160d,Right,Right arm offbreak,1,Age: 21y 160d,Batting: Right hand bat,Bowling: Right arm offbreak,Shivam Sharma 
1737,Thisara Perera,KXIP,2015,All-Rounder,25y 319d,Left,Right arm medium fast,1,Age: 25y 319d,Batting: Left hand bat,Bowling: Right arm medium fast,Thisara Perera 
1738,Virender Sehwag,KXIP,2015,Batsman,36y 119d,Right,Right arm offbreak,1,Age: 36y 119d,Batting: Right hand bat,Bowling: Right arm offbreak,Virender Sehwag 
